TestCfg,EncodeMethod,CodecName,EncodePreset,Class,Name,Res,FPS,BitDepth,QP,POC,FrameType,Level,qindex,FrameSize,PSNR_Y,PSNR_U,PSNR_V,SSIM_Y(dB),MS-SSIM_Y(dB),VMAF_Y,VMAF_Y-NEG,PSNR-HVS,CIEDE2000,CAMBI
AI,aom,av2,0,A1,BoxingPractice_3840x2160_5994fps_10bit_420.y4m,3840x2160,60,10,85,0, KEY ,1,133,446860,44.601739,49.950588,49.673042,33.952231,23.102033,95.959400,94.750165,47.059895,44.779178,0.008617
AI,aom,av2,0,A1,BoxingPractice_3840x2160_5994fps_10bit_420.y4m,3840x2160,60,10,85,1, KEY ,1,133,446105,44.616048,49.937551,49.671336,33.957379,23.115427,100.000000,100.000000,47.085553,44.774188,0.007286
AI,aom,av2,0,A1,BoxingPractice_3840x2160_5994fps_10bit_420.y4m,3840x2160,60,10,85,2, KEY ,1,133,443889,44.615709,49.972782,49.675957,33.967694,23.115195,100.000000,100.000000,47.081944,44.801742,0.008711
AI,aom,av2,0,A1,BoxingPractice_3840x2160_5994fps_10bit_420.y4m,3840x2160,60,10,85,3, KEY ,1,133,443684,44.628025,49.977543,49.678154,33.979327,23.125454,100.000000,100.000000,47.085224,44.816834,0.009059
AI,aom,av2,0,A1,BoxingPractice_3840x2160_5994fps_10bit_420.y4m,3840x2160,60,10,85,4, KEY ,1,133,444333,44.632976,49.955137,49.690206,34.050444,23.137957,100.000000,100.000000,47.094413,44.812061,0.009745
AI,aom,av2,0,A1,BoxingPractice_3840x2160_5994fps_10bit_420.y4m,3840x2160,60,10,85,5, KEY ,1,133,443011,44.627050,49.963226,49.691768,33.986451,23.135437,100.000000,100.000000,47.111313,44.807101,0.008756
AI,aom,av2,0,A1,BoxingPractice_3840x2160_5994fps_10bit_420.y4m,3840x2160,60,10,85,6, KEY ,1,133,443984,44.650144,49.983468,49.708606,34.047156,23.153716,100.000000,100.000000,47.099415,44.833750,0.011770
AI,aom,av2,0,A1,BoxingPractice_3840x2160_5994fps_10bit_420.y4m,3840x2160,60,10,85,7, KEY ,1,133,443677,44.634531,49.952753,49.704207,33.987099,23.144087,100.000000,100.000000,47.114537,44.822821,0.007380
AI,aom,av2,0,A1,BoxingPractice_3840x2160_5994fps_10bit_420.y4m,3840x2160,60,10,85,8, KEY ,1,133,444020,44.642623,49.956564,49.713140,34.007894,23.156176,100.000000,100.000000,47.117802,44.838517,0.008576
AI,aom,av2,0,A1,BoxingPractice_3840x2160_5994fps_10bit_420.y4m,3840x2160,60,10,85,9, KEY ,1,133,443550,44.640175,49.962067,49.707718,34.015066,23.153225,100.000000,100.000000,47.114958,44.836542,0.009341
AI,aom,av2,0,A1,BoxingPractice_3840x2160_5994fps_10bit_420.y4m,3840x2160,60,10,85,10, KEY ,1,133,443724,44.644958,49.952221,49.718415,33.991640,23.150173,100.000000,100.000000,47.114383,44.843625,0.005995
AI,aom,av2,0,A1,BoxingPractice_3840x2160_5994fps_10bit_420.y4m,3840x2160,60,10,85,11, KEY ,1,133,443617,44.645698,49.951285,49.707579,34.064280,23.152886,100.000000,100.000000,47.118036,44.840762,0.009526
AI,aom,av2,0,A1,BoxingPractice_3840x2160_5994fps_10bit_420.y4m,3840x2160,60,10,85,12, KEY ,1,133,441503,44.640621,49.969329,49.704273,33.950945,23.138989,100.000000,100.000000,47.094342,44.856985,0.007832
AI,aom,av2,0,A1,BoxingPractice_3840x2160_5994fps_10bit_420.y4m,3840x2160,60,10,85,13, KEY ,1,133,441802,44.647098,49.944139,49.713757,33.985803,23.142428,100.000000,100.000000,47.105473,44.840937,0.007444
AI,aom,av2,0,A1,BoxingPractice_3840x2160_5994fps_10bit_420.y4m,3840x2160,60,10,85,14, KEY ,1,133,443171,44.645493,49.950259,49.692136,34.051760,23.148348,100.000000,100.000000,47.106024,44.841204,0.007498
AI,aom,av2,0,A1,BoxingPractice_3840x2160_5994fps_10bit_420.y4m,3840x2160,60,10,85,15, KEY ,1,133,442903,44.646619,49.950507,49.717584,34.020942,23.152602,100.000000,100.000000,47.105297,44.854406,0.007626
