TestCfg,EncodeMethod,CodecName,EncodePreset,Class,Name,Res,FPS,BitDepth,QP,POC,FrameType,Level,qindex,FrameSize,PSNR_Y,PSNR_U,PSNR_V,SSIM_Y(dB),MS-SSIM_Y(dB),VMAF_Y,VMAF_Y-NEG,PSNR-HVS,CIEDE2000,CAMBI
STILL,aom,av2,0,F1,animals_00.y4m,4032x3024,25,8,60,0, KEY ,1,60,5819325,48.913797,49.958127,51.209718,50.574026,34.577238,97.020579,96.390634,54.513601,48.140942,0.000002
STILL,aom,av2,0,F1,animals_00.y4m,4032x3024,25,8,85,0, KEY ,1,85,3819452,42.874224,46.105077,48.497941,44.773081,28.470800,96.231897,95.285758,49.763070,43.488773,0.000015
STILL,aom,av2,0,F1,animals_00.y4m,4032x3024,25,8,110,0, KEY ,1,110,2075642,36.837163,42.973803,46.121601,38.534673,22.233459,94.103336,92.720705,43.261661,38.894991,0.000403
STILL,aom,av2,0,F1,animals_00.y4m,4032x3024,25,8,135,0, KEY ,1,135,927179,32.212757,40.350544,43.831248,32.282520,17.614003,88.528219,86.476926,36.428727,35.054587,0.001821
STILL,aom,av2,0,F1,animals_00.y4m,4032x3024,25,8,160,0, KEY ,1,160,430129,28.798682,37.841843,41.660107,26.104873,14.262520,73.836839,71.664674,30.250519,32.041336,0.008258
STILL,aom,av2,0,F1,animals_00.y4m,4032x3024,25,8,185,0, KEY ,1,185,190066,25.409872,35.167783,39.417768,20.240253,10.709852,49.748006,47.897511,24.479268,28.924068,0.019122
STILL,aom,av2,0,F1,animals_03.y4m,4032x3024,25,8,60,0, KEY ,1,60,4030843,48.877182,50.854424,51.211128,46.140597,31.466595,96.636957,95.891261,52.813637,48.309254,0.000011
STILL,aom,av2,0,F1,animals_03.y4m,4032x3024,25,8,85,0, KEY ,1,85,2239111,42.981176,48.526117,48.887971,40.651527,25.395554,95.214553,94.209252,47.903197,44.283807,0.002347
STILL,aom,av2,0,F1,animals_03.y4m,4032x3024,25,8,110,0, KEY ,1,110,952149,37.911634,46.411646,46.908372,34.545309,19.816159,92.255984,90.633067,41.581464,40.619575,0.210753
STILL,aom,av2,0,F1,animals_03.y4m,4032x3024,25,8,135,0, KEY ,1,135,349200,34.344071,44.349531,45.033307,28.534303,15.363216,84.273995,82.090313,35.184475,37.735709,1.028066
STILL,aom,av2,0,F1,animals_03.y4m,4032x3024,25,8,160,0, KEY ,1,160,147115,31.849743,42.545097,42.897880,23.335673,12.322961,67.276046,65.265001,30.260502,35.447975,1.829303
STILL,aom,av2,0,F1,animals_03.y4m,4032x3024,25,8,185,0, KEY ,1,185,65493,29.298087,40.648006,40.649344,18.203121,9.735643,42.645063,41.228974,26.186572,33.029419,1.756754
STILL,aom,av2,0,F1,animals_09.y4m,4032x3024,25,8,60,0, KEY ,1,60,1107503,51.356018,55.791777,56.352239,44.045184,29.469276,96.561837,95.387111,50.895188,54.365055,0.015990
STILL,aom,av2,0,F1,animals_09.y4m,4032x3024,25,8,85,0, KEY ,1,85,556180,47.634858,53.369379,54.081321,38.203994,24.828000,95.425573,93.791468,46.472553,50.160535,0.044738
STILL,aom,av2,0,F1,animals_09.y4m,4032x3024,25,8,110,0, KEY ,1,110,268784,43.912222,51.129638,52.086528,32.353146,20.477979,91.920257,89.864770,41.571225,46.688729,0.179668
STILL,aom,av2,0,F1,animals_09.y4m,4032x3024,25,8,135,0, KEY ,1,135,115367,40.244641,48.608764,49.838356,26.185536,16.390070,82.768589,80.545083,36.804029,43.321420,0.570181
STILL,aom,av2,0,F1,animals_09.y4m,4032x3024,25,8,160,0, KEY ,1,160,46288,37.159945,45.668036,46.914238,20.529759,13.398256,65.472671,63.578678,33.176796,40.294758,0.867851
STILL,aom,av2,0,F1,animals_09.y4m,4032x3024,25,8,185,0, KEY ,1,185,20070,34.520090,41.965867,43.409640,15.878661,11.261749,46.847057,45.462688,30.290048,37.477041,1.129734
STILL,aom,av2,0,F1,buildings_02.y4m,4032x3024,25,8,60,0, KEY ,1,60,2924130,49.112444,53.004985,53.765090,41.888901,29.635962,97.220262,96.646019,50.308732,50.328072,0.853891
STILL,aom,av2,0,F1,buildings_02.y4m,4032x3024,25,8,85,0, KEY ,1,85,1525729,43.937184,50.743227,51.448389,35.971492,24.721444,96.848417,95.919432,46.635234,46.254397,5.789752
STILL,aom,av2,0,F1,buildings_02.y4m,4032x3024,25,8,110,0, KEY ,1,110,797336,40.021738,48.600502,49.354347,31.962707,22.243710,95.531476,94.120604,43.752230,43.367737,11.080701
STILL,aom,av2,0,F1,buildings_02.y4m,4032x3024,25,8,135,0, KEY ,1,135,422282,36.348920,46.486348,47.319575,29.496390,20.585855,91.784791,89.680793,40.385736,40.838068,11.046518
STILL,aom,av2,0,F1,buildings_02.y4m,4032x3024,25,8,160,0, KEY ,1,160,206614,32.532482,44.018969,44.955397,26.071954,18.332587,82.542102,79.858951,35.521102,38.048485,10.560930
STILL,aom,av2,0,F1,buildings_02.y4m,4032x3024,25,8,185,0, KEY ,1,185,89464,28.674691,41.371501,42.067962,21.766823,15.086215,66.591649,63.490554,29.661195,34.970497,8.831000
STILL,aom,av2,0,F1,buildings_03.y4m,4032x3024,25,8,60,0, KEY ,1,60,6256090,48.848492,51.089195,50.927577,49.841706,37.976174,97.099975,96.435018,55.461813,47.424126,0.001448
STILL,aom,av2,0,F1,buildings_03.y4m,4032x3024,25,8,85,0, KEY ,1,85,4324545,42.888956,48.144056,47.839999,43.973506,31.835933,96.375958,95.350784,51.057148,43.138931,0.004780
STILL,aom,av2,0,F1,buildings_03.y4m,4032x3024,25,8,110,0, KEY ,1,110,2694684,37.077074,45.628467,45.291058,37.893534,25.968132,94.458087,92.910510,45.243379,38.936012,0.005063
STILL,aom,av2,0,F1,buildings_03.y4m,4032x3024,25,8,135,0, KEY ,1,135,1439920,31.822953,43.265360,42.789810,31.706817,20.758512,89.053966,86.917608,38.044847,34.838361,0.011586
STILL,aom,av2,0,F1,buildings_03.y4m,4032x3024,25,8,160,0, KEY ,1,160,676225,27.420659,40.912490,40.231427,25.530103,16.069067,74.844195,72.450417,30.445207,31.090399,0.028847
STILL,aom,av2,0,F1,buildings_03.y4m,4032x3024,25,8,185,0, KEY ,1,185,283033,23.603587,38.486651,37.856654,19.382859,11.688978,49.892448,47.918565,23.622519,27.520518,0.058060
STILL,aom,av2,0,F1,church.y4m,6000x4000,25,8,60,0, KEY ,1,60,1966556,51.537299,52.320878,52.369209,45.070494,29.143309,96.451322,95.534593,49.441302,52.104242,0.515232
STILL,aom,av2,0,F1,church.y4m,6000x4000,25,8,85,0, KEY ,1,85,764247,47.969529,49.897784,50.061568,38.820999,25.030708,94.681073,93.427320,45.931511,48.720743,1.579851
STILL,aom,av2,0,F1,church.y4m,6000x4000,25,8,110,0, KEY ,1,110,353902,45.309838,47.650284,48.097112,33.497165,22.060375,90.799775,89.176449,42.791540,46.335804,2.048872
STILL,aom,av2,0,F1,church.y4m,6000x4000,25,8,135,0, KEY ,1,135,167572,42.333181,45.027763,45.867201,28.143139,18.867425,82.497946,80.383506,39.033634,43.757546,2.444172
STILL,aom,av2,0,F1,church.y4m,6000x4000,25,8,160,0, KEY ,1,160,75168,39.118766,42.104118,43.342519,22.897571,15.575158,66.329266,64.137737,35.145801,40.965423,3.143557
STILL,aom,av2,0,F1,church.y4m,6000x4000,25,8,185,0, KEY ,1,185,30835,35.871610,38.836845,40.481624,17.840674,12.451926,43.528736,41.634177,31.456043,37.991668,3.736169
STILL,aom,av2,0,F1,fireworks_01.y4m,4032x3024,25,8,60,0, KEY ,1,60,4340442,49.051113,55.086276,53.309096,41.747270,30.171427,96.423921,95.772039,53.173243,52.132152,0.000008
STILL,aom,av2,0,F1,fireworks_01.y4m,4032x3024,25,8,85,0, KEY ,1,85,2602164,43.053673,52.926418,51.725764,36.166219,24.062898,95.022165,94.042167,48.289758,47.685654,0.000134
STILL,aom,av2,0,F1,fireworks_01.y4m,4032x3024,25,8,110,0, KEY ,1,110,1064439,37.095630,50.576378,49.945424,29.809380,17.485821,91.590805,90.197675,40.973902,42.884233,0.000969
STILL,aom,av2,0,F1,fireworks_01.y4m,4032x3024,25,8,135,0, KEY ,1,135,229104,33.106113,47.944517,47.827128,23.413083,11.552641,83.330449,81.713874,33.975973,39.214242,0.258966
STILL,aom,av2,0,F1,fireworks_01.y4m,4032x3024,25,8,160,0, KEY ,1,160,49400,31.517280,44.801444,44.910598,17.234442,8.670511,67.277818,65.920228,30.383283,37.456515,9.672548
