TestCfg,EncodeMethod,CodecName,EncodePreset,Class,Name,Res,FPS,BitDepth,QP,POC,FrameType,Level,qindex,FrameSize,PSNR_Y,PSNR_U,PSNR_V,SSIM_Y(dB),MS-SSIM_Y(dB),VMAF_Y,VMAF_Y-NEG,PSNR-HVS,CIEDE2000,CAMBI
AI,aom,av2,0,A1,BoxingPractice_3840x2160_5994fps_10bit_420.y4m,3840x2160,60,10,85,0, KEY ,1,133,440070,44.725444,50.221989,50.123401,34.144202,23.267124,96.040471,94.804595,47.280898,44.956250,0.005207
AI,aom,av2,0,A1,BoxingPractice_3840x2160_5994fps_10bit_420.y4m,3840x2160,60,10,85,1, KEY ,1,133,439951,44.730448,50.219559,50.168258,34.167792,23.272941,100.000000,100.000000,47.292217,44.967676,0.004495
AI,aom,av2,0,A1,BoxingPractice_3840x2160_5994fps_10bit_420.y4m,3840x2160,60,10,85,2, KEY ,1,133,438312,44.737548,50.254132,50.156003,34.206486,23.280683,100.000000,100.000000,47.292247,44.988111,0.006647
AI,aom,av2,0,A1,BoxingPractice_3840x2160_5994fps_10bit_420.y4m,3840x2160,60,10,85,3, KEY ,1,133,438250,44.750799,50.256136,50.141203,34.203760,23.299214,100.000000,100.000000,47.296083,45.000423,0.006178
AI,aom,av2,0,A1,BoxingPractice_3840x2160_5994fps_10bit_420.y4m,3840x2160,60,10,85,4, KEY ,1,133,437546,44.745052,50.237908,50.149683,34.254483,23.294947,100.000000,100.000000,47.298534,44.989664,0.005811
AI,aom,av2,0,A1,BoxingPractice_3840x2160_5994fps_10bit_420.y4m,3840x2160,60,10,85,5, KEY ,1,133,436740,44.741115,50.245652,50.161024,34.167792,23.285848,100.000000,100.000000,47.292568,45.002062,0.005909
AI,aom,av2,0,A1,BoxingPractice_3840x2160_5994fps_10bit_420.y4m,3840x2160,60,10,85,6, KEY ,1,133,436062,44.757517,50.252635,50.165697,34.224937,23.297567,100.000000,100.000000,47.285808,45.009085,0.007699
AI,aom,av2,0,A1,BoxingPractice_3840x2160_5994fps_10bit_420.y4m,3840x2160,60,10,85,7, KEY ,1,133,437039,44.747378,50.234102,50.178929,34.222198,23.301322,100.000000,100.000000,47.303720,45.005685,0.004606
AI,aom,av2,0,A1,BoxingPractice_3840x2160_5994fps_10bit_420.y4m,3840x2160,60,10,85,8, KEY ,1,133,438275,44.759340,50.250085,50.163895,34.216727,23.320389,100.000000,100.000000,47.319878,45.020444,0.006054
AI,aom,av2,0,A1,BoxingPractice_3840x2160_5994fps_10bit_420.y4m,3840x2160,60,10,85,9, KEY ,1,133,435730,44.746775,50.243420,50.170684,34.169144,23.297370,100.000000,100.000000,47.294115,45.016837,0.005204
AI,aom,av2,0,A1,BoxingPractice_3840x2160_5994fps_10bit_420.y4m,3840x2160,60,10,85,10, KEY ,1,133,436835,44.754826,50.246723,50.193049,34.192190,23.303906,100.000000,100.000000,47.314170,45.022908,0.004358
AI,aom,av2,0,A1,BoxingPractice_3840x2160_5994fps_10bit_420.y4m,3840x2160,60,10,85,11, KEY ,1,133,437014,44.757827,50.239404,50.177322,34.190152,23.300926,100.000000,100.000000,47.311724,45.029534,0.005794
AI,aom,av2,0,A1,BoxingPractice_3840x2160_5994fps_10bit_420.y4m,3840x2160,60,10,85,12, KEY ,1,133,435855,44.762345,50.238187,50.184418,34.179974,23.308389,100.000000,100.000000,47.320596,45.032949,0.005702
AI,aom,av2,0,A1,BoxingPractice_3840x2160_5994fps_10bit_420.y4m,3840x2160,60,10,85,13, KEY ,1,133,436508,44.768500,50.251361,50.178647,34.229047,23.308133,100.000000,100.000000,47.311395,45.042475,0.006308
AI,aom,av2,0,A1,BoxingPractice_3840x2160_5994fps_10bit_420.y4m,3840x2160,60,10,85,14, KEY ,1,133,437087,44.762872,50.243086,50.161828,34.261383,23.309612,100.000000,100.000000,47.307945,45.040073,0.005570
AI,aom,av2,0,A1,BoxingPractice_3840x2160_5994fps_10bit_420.y4m,3840x2160,60,10,85,15, KEY ,1,133,436656,44.758884,50.248851,50.182074,34.229047,23.310625,100.000000,100.000000,47.308418,45.040744,0.004838
AI,aom,av2,0,A1,BoxingPractice_3840x2160_5994fps_10bit_420.y4m,3840x2160,60,10,85,16, KEY ,1,133,437816,44.763925,50.243902,50.145442,34.262764,23.317682,100.000000,100.000000,47.320603,45.047951,0.005239
AI,aom,av2,0,A1,BoxingPractice_3840x2160_5994fps_10bit_420.y4m,3840x2160,60,10,85,17, KEY ,1,133,438663,44.764017,50.209673,50.140439,34.248282,23.322774,100.000000,100.000000,47.318724,45.022118,0.006047
AI,aom,av2,0,A1,BoxingPractice_3840x2160_5994fps_10bit_420.y4m,3840x2160,60,10,85,18, KEY ,1,133,438567,44.768745,50.225531,50.140461,34.273138,23.327747,100.000000,100.000000,47.308216,45.037584,0.007003
AI,aom,av2,0,A1,BoxingPractice_3840x2160_5994fps_10bit_420.y4m,3840x2160,60,10,85,19, KEY ,1,133,439777,44.773602,50.246675,50.174658,34.287704,23.345895,100.000000,100.000000,47.347180,45.065471,0.005301
