TestCfg,EncodeMethod,CodecName,EncodePreset,Class,Name,Res,FPS,BitDepth,QP,POC,FrameType,Level,qindex,FrameSize,PSNR_Y,PSNR_U,PSNR_V,SSIM_Y(dB),MS-SSIM_Y(dB),VMAF_Y,VMAF_Y-NEG,PSNR-HVS,CIEDE2000,CAMBI
AI,aom,av2,0,A1,BoxingPractice_3840x2160_5994fps_10bit_420.y4m,3840x2160,60,10,85,0, KEY ,1,133,445476,44.624450,49.967951,49.731219,34.008546,23.146526,96.024689,94.793498,47.123224,44.798067,0.003995
AI,aom,av2,0,A1,BoxingPractice_3840x2160_5994fps_10bit_420.y4m,3840x2160,60,10,85,1, KEY ,1,133,444677,44.629388,49.944100,49.726163,34.027481,23.148423,100.000000,100.000000,47.124443,44.793484,0.003733
AI,aom,av2,0,A1,BoxingPractice_3840x2160_5994fps_10bit_420.y4m,3840x2160,60,10,85,2, KEY ,1,133,443075,44.632894,50.003459,49.727182,34.074190,23.156574,100.000000,100.000000,47.136050,44.823245,0.004517
AI,aom,av2,0,A1,BoxingPractice_3840x2160_5994fps_10bit_420.y4m,3840x2160,60,10,85,3, KEY ,1,133,442911,44.646050,50.000854,49.735628,34.055051,23.166324,100.000000,100.000000,47.122331,44.840602,0.004257
AI,aom,av2,0,A1,BoxingPractice_3840x2160_5994fps_10bit_420.y4m,3840x2160,60,10,85,4, KEY ,1,133,441964,44.639787,49.976241,49.740811,34.062960,23.166777,100.000000,100.000000,47.127277,44.828560,0.003631
AI,aom,av2,0,A1,BoxingPractice_3840x2160_5994fps_10bit_420.y4m,3840x2160,60,10,85,5, KEY ,1,133,443249,44.650277,49.984787,49.738018,34.066921,23.177155,100.000000,100.000000,47.152894,44.835089,0.003361
AI,aom,av2,0,A1,BoxingPractice_3840x2160_5994fps_10bit_420.y4m,3840x2160,60,10,85,6, KEY ,1,133,442272,44.662996,49.998010,49.757647,34.038619,23.191140,100.000000,100.000000,47.154386,44.848301,0.006007
AI,aom,av2,0,A1,BoxingPractice_3840x2160_5994fps_10bit_420.y4m,3840x2160,60,10,85,7, KEY ,1,133,441723,44.645318,49.967737,49.741846,34.068902,23.180674,100.000000,100.000000,47.138433,44.834613,0.003953
AI,aom,av2,0,A1,BoxingPractice_3840x2160_5994fps_10bit_420.y4m,3840x2160,60,10,85,8, KEY ,1,133,442890,44.662839,49.980637,49.752173,34.084786,23.203021,100.000000,100.000000,47.162156,44.859492,0.004175
AI,aom,av2,0,A1,BoxingPractice_3840x2160_5994fps_10bit_420.y4m,3840x2160,60,10,85,9, KEY ,1,133,442868,44.663286,49.977284,49.764947,34.083460,23.196326,100.000000,100.000000,47.157458,44.854977,0.004327
AI,aom,av2,0,A1,BoxingPractice_3840x2160_5994fps_10bit_420.y4m,3840x2160,60,10,85,10, KEY ,1,133,442422,44.659623,49.982923,49.771592,34.076175,23.189993,100.000000,100.000000,47.159384,44.852673,0.003912
AI,aom,av2,0,A1,BoxingPractice_3840x2160_5994fps_10bit_420.y4m,3840x2160,60,10,85,11, KEY ,1,133,440878,44.651470,49.967683,49.747804,34.080810,23.171369,100.000000,100.000000,47.134807,44.853530,0.003514
AI,aom,av2,0,A1,BoxingPractice_3840x2160_5994fps_10bit_420.y4m,3840x2160,60,10,85,12, KEY ,1,133,441343,44.665786,49.965015,49.748944,34.066260,23.187547,100.000000,100.000000,47.147983,44.866723,0.003030
AI,aom,av2,0,A1,BoxingPractice_3840x2160_5994fps_10bit_420.y4m,3840x2160,60,10,85,13, KEY ,1,133,441108,44.666072,49.984764,49.761964,34.094743,23.188550,100.000000,100.000000,47.158142,44.877323,0.004033
AI,aom,av2,0,A1,BoxingPractice_3840x2160_5994fps_10bit_420.y4m,3840x2160,60,10,85,14, KEY ,1,133,443005,44.667209,49.972669,49.747311,34.115394,23.190963,100.000000,100.000000,47.154056,44.868963,0.004216
AI,aom,av2,0,A1,BoxingPractice_3840x2160_5994fps_10bit_420.y4m,3840x2160,60,10,85,15, KEY ,1,133,441834,44.663323,49.963453,49.761811,34.078823,23.188443,100.000000,100.000000,47.145143,44.868687,0.004706
AI,aom,av2,0,A1,BoxingPractice_3840x2160_5994fps_10bit_420.y4m,3840x2160,60,10,85,16, KEY ,1,133,443334,44.665734,49.965632,49.739612,34.116729,23.191735,100.000000,100.000000,47.160110,44.863458,0.003628
AI,aom,av2,0,A1,BoxingPractice_3840x2160_5994fps_10bit_420.y4m,3840x2160,60,10,85,17, KEY ,1,133,444166,44.667770,49.944496,49.733840,34.055710,23.203346,100.000000,100.000000,47.161165,44.851121,0.003885
AI,aom,av2,0,A1,BoxingPractice_3840x2160_5994fps_10bit_420.y4m,3840x2160,60,10,85,18, KEY ,1,133,445394,44.680167,49.964178,49.747664,34.154296,23.224764,100.000000,100.000000,47.170053,44.868489,0.005179
