TestCfg,EncodeMethod,CodecName,EncodePreset,Class,Name,Res,FPS,BitDepth,QP,POC,FrameType,Level,qindex,FrameSize,PSNR_Y,PSNR_U,PSNR_V,SSIM_Y(dB),MS-SSIM_Y(dB),VMAF_Y,VMAF_Y-NEG,PSNR-HVS,CIEDE2000,CAMBI
STILL,aom,av2,0,F1,animals_00.y4m,4032x3024,25,8,60,0, KEY ,1,60,5816856,48.753115,50.034100,51.266779,50.343882,34.462782,97.011000,96.363019,54.487682,48.119252,0.000000
STILL,aom,av2,0,F1,animals_00.y4m,4032x3024,25,8,85,0, KEY ,1,85,3805638,42.817334,46.248047,48.615181,44.590513,28.427814,96.275663,95.283072,49.762010,43.512779,0.000013
STILL,aom,av2,0,F1,animals_00.y4m,4032x3024,25,8,110,0, KEY ,1,110,2063890,36.824113,43.127933,46.249651,38.499715,22.276529,94.177560,92.770359,43.322877,38.924198,0.000311
STILL,aom,av2,0,F1,animals_00.y4m,4032x3024,25,8,135,0, KEY ,1,135,919552,32.229288,40.443819,43.886273,32.282082,17.669224,88.476251,86.498501,36.504222,35.089285,0.002576
STILL,aom,av2,0,F1,animals_00.y4m,4032x3024,25,8,160,0, KEY ,1,160,426775,28.850313,37.879540,41.648628,26.272112,14.357476,73.992011,71.925454,30.392667,32.092934,0.008261
STILL,aom,av2,0,F1,animals_00.y4m,4032x3024,25,8,185,0, KEY ,1,185,189072,25.496949,35.370527,39.555674,20.338366,10.799928,50.222370,48.441356,24.608634,29.049647,0.023171
STILL,aom,av2,0,F1,animals_03.y4m,4032x3024,25,8,60,0, KEY ,1,60,4031107,48.788647,50.928879,51.273613,46.045838,31.402132,96.600443,95.855544,52.806900,48.325119,0.000009
STILL,aom,av2,0,F1,animals_03.y4m,4032x3024,25,8,85,0, KEY ,1,85,2238826,42.978181,48.599518,48.949786,40.660559,25.434745,95.190907,94.185813,47.941367,44.312316,0.002360
STILL,aom,av2,0,F1,animals_03.y4m,4032x3024,25,8,110,0, KEY ,1,110,957756,37.954801,46.473148,46.963424,34.597969,19.913981,92.176159,90.615872,41.694519,40.663112,0.208440
STILL,aom,av2,0,F1,animals_03.y4m,4032x3024,25,8,135,0, KEY ,1,135,350287,34.392482,44.400734,45.037709,28.668041,15.439470,84.397311,82.295096,35.295132,37.783192,1.030410
STILL,aom,av2,0,F1,animals_03.y4m,4032x3024,25,8,160,0, KEY ,1,160,147218,31.902842,42.744563,43.121215,23.417175,12.380507,67.773340,65.718169,30.364427,35.566745,1.862578
STILL,aom,av2,0,F1,animals_03.y4m,4032x3024,25,8,185,0, KEY ,1,185,64848,29.354245,40.873424,40.942467,18.283305,9.791567,43.204873,41.794827,26.276824,33.128100,1.907316
STILL,aom,av2,0,F1,animals_09.y4m,4032x3024,25,8,60,0, KEY ,1,60,1098082,51.373872,55.855820,56.423841,44.038619,29.524669,96.551804,95.403109,50.948999,54.417014,0.016876
STILL,aom,av2,0,F1,animals_09.y4m,4032x3024,25,8,85,0, KEY ,1,85,551658,47.681886,53.423405,54.131287,38.311447,24.907171,95.431457,93.814979,46.559279,50.220145,0.045452
STILL,aom,av2,0,F1,animals_09.y4m,4032x3024,25,8,110,0, KEY ,1,110,268127,43.984708,51.209026,52.115032,32.366071,20.573658,91.974287,89.953912,41.686112,46.761932,0.173518
STILL,aom,av2,0,F1,animals_09.y4m,4032x3024,25,8,135,0, KEY ,1,135,114560,40.303971,48.777301,49.963644,26.289923,16.455791,82.862457,80.692801,36.890210,43.398182,0.551221
STILL,aom,av2,0,F1,animals_09.y4m,4032x3024,25,8,160,0, KEY ,1,160,45954,37.221207,46.038059,47.209771,20.662428,13.454570,65.651333,63.940800,33.253828,40.374564,0.805733
STILL,aom,av2,0,F1,animals_09.y4m,4032x3024,25,8,185,0, KEY ,1,185,20022,34.608472,42.777623,43.761183,16.031313,11.338928,47.469418,46.029634,30.404041,37.734596,1.260298
STILL,aom,av2,0,F1,buildings_02.y4m,4032x3024,25,8,60,0, KEY ,1,60,2907800,49.040161,53.069482,53.844368,41.762781,29.610655,97.211605,96.623072,50.298421,50.344440,0.852494
STILL,aom,av2,0,F1,buildings_02.y4m,4032x3024,25,8,85,0, KEY ,1,85,1512810,43.916984,50.813657,51.535156,36.002315,24.761622,96.878763,95.913894,46.660101,46.283443,5.822611
STILL,aom,av2,0,F1,buildings_02.y4m,4032x3024,25,8,110,0, KEY ,1,110,787803,39.993019,48.640255,49.454371,32.023328,22.256495,95.552583,94.106268,43.751990,43.372832,11.149151
