TestCfg,EncodeMethod,CodecName,EncodePreset,Class,Name,Res,FPS,BitDepth,QP,POC,FrameType,Level,qindex,FrameSize,PSNR_Y,PSNR_U,PSNR_V,SSIM_Y(dB),MS-SSIM_Y(dB),VMAF_Y,VMAF_Y-NEG,PSNR-HVS,CIEDE2000,CAMBI
STILL,aom,av2,0,F1,animals_00.y4m,4032x3024,25,8,60,0, KEY ,1,60,5674657,48.894159,49.665279,51.014267,50.603670,34.731443,97.054440,96.388667,54.420780,47.984626,0.000000
STILL,aom,av2,0,F1,animals_00.y4m,4032x3024,25,8,85,0, KEY ,1,85,3731871,42.862027,46.022252,48.440249,44.765319,28.597648,96.345125,95.321019,49.790771,43.461359,0.000018
STILL,aom,av2,0,F1,animals_00.y4m,4032x3024,25,8,110,0, KEY ,1,110,2026878,36.864568,42.927116,46.066278,38.762203,22.312088,94.219061,92.838145,43.335711,38.891783,0.000239
STILL,aom,av2,0,F1,animals_00.y4m,4032x3024,25,8,135,0, KEY ,1,135,881161,32.148026,40.286786,43.725408,32.367856,17.588877,88.372183,86.494485,36.436839,34.997910,0.002252
STILL,aom,av2,0,F1,animals_00.y4m,4032x3024,25,8,160,0, KEY ,1,160,403316,28.732432,37.635810,41.489920,26.239647,14.187401,73.788585,71.707851,30.196278,31.962997,0.007833
STILL,aom,av2,0,F1,animals_00.y4m,4032x3024,25,8,185,0, KEY ,1,185,180043,25.424290,35.254728,39.541506,20.302916,10.666935,50.177954,48.361687,24.482922,28.980305,0.019195
STILL,aom,av2,0,F1,animals_03.y4m,4032x3024,25,8,60,0, KEY ,1,60,3910556,49.022356,50.714116,51.066450,46.183385,31.693153,96.681782,95.911639,52.806988,48.274228,0.000004
STILL,aom,av2,0,F1,animals_03.y4m,4032x3024,25,8,85,0, KEY ,1,85,2175903,43.068253,48.442007,48.783242,40.785919,25.559436,95.306916,94.263375,47.961435,44.287213,0.001999
STILL,aom,av2,0,F1,animals_03.y4m,4032x3024,25,8,110,0, KEY ,1,110,915320,37.905088,46.289418,46.788629,34.667927,19.879501,92.249491,90.700462,41.668521,40.583562,0.180634
STILL,aom,av2,0,F1,animals_03.y4m,4032x3024,25,8,135,0, KEY ,1,135,329251,34.320774,44.282187,44.890959,28.657767,15.354583,84.563054,82.429531,35.214907,37.712589,1.075809
STILL,aom,av2,0,F1,animals_03.y4m,4032x3024,25,8,160,0, KEY ,1,160,137784,31.805997,42.564274,42.952278,23.293250,12.247052,67.452615,65.362157,30.193023,35.434467,1.779433
STILL,aom,av2,0,F1,animals_03.y4m,4032x3024,25,8,185,0, KEY ,1,185,61931,29.278264,40.914891,40.877328,18.218621,9.699734,43.174929,41.743786,26.158779,33.076304,1.770548
STILL,aom,av2,0,F1,animals_09.y4m,4032x3024,25,8,60,0, KEY ,1,60,1058103,51.380937,55.609366,56.196243,44.138156,29.534860,96.581187,95.431213,50.912289,54.269029,0.015282
STILL,aom,av2,0,F1,animals_09.y4m,4032x3024,25,8,85,0, KEY ,1,85,529580,47.637231,53.228998,53.928817,38.416230,24.882764,95.417843,93.859590,46.525272,50.104273,0.042484
STILL,aom,av2,0,F1,animals_09.y4m,4032x3024,25,8,110,0, KEY ,1,110,257452,43.945942,51.045912,51.981462,32.507612,20.519483,92.185465,90.120318,41.632013,46.680766,0.175076
STILL,aom,av2,0,F1,animals_09.y4m,4032x3024,25,8,135,0, KEY ,1,135,108098,40.228196,48.540006,49.761908,26.327765,16.350254,83.134204,80.812327,36.779323,43.280621,0.571582
STILL,aom,av2,0,F1,animals_09.y4m,4032x3024,25,8,160,0, KEY ,1,160,42751,37.099391,45.731782,46.883788,20.516590,13.330695,65.519913,63.594101,33.106236,40.211672,0.792943
STILL,aom,av2,0,F1,animals_09.y4m,4032x3024,25,8,185,0, KEY ,1,185,18980,34.526673,42.447393,43.764647,15.886776,11.266179,47.336504,45.837485,30.309835,37.636223,1.227229
STILL,aom,av2,0,F1,buildings_02.y4m,4032x3024,25,8,60,0, KEY ,1,60,2820681,49.006151,52.849370,53.616074,41.797883,29.653903,97.238942,96.632846,50.279275,50.195797,0.909476
STILL,aom,av2,0,F1,buildings_02.y4m,4032x3024,25,8,85,0, KEY ,1,85,1457920,43.784001,50.636889,51.365884,35.483922,24.593194,96.916715,95.921599,46.505611,46.125208,7.055049
STILL,aom,av2,0,F1,buildings_02.y4m,4032x3024,25,8,110,0, KEY ,1,110,761342,39.916905,48.500099,49.323200,31.871341,22.208274,95.532088,94.082989,43.670081,43.288837,11.077626
STILL,aom,av2,0,F1,buildings_02.y4m,4032x3024,25,8,135,0, KEY ,1,135,385327,36.201495,46.363326,47.367786,29.320873,20.537622,91.519969,89.465587,40.280520,40.721854,10.998024
STILL,aom,av2,0,F1,buildings_02.y4m,4032x3024,25,8,160,0, KEY ,1,160,179391,32.311892,43.972836,44.855717,25.857417,18.215112,81.942559,79.220564,35.291219,37.928746,10.383377
STILL,aom,av2,0,F1,buildings_02.y4m,4032x3024,25,8,185,0, KEY ,1,185,78918,28.613049,41.464446,42.448466,21.641203,15.067446,66.078388,62.955424,29.573703,34.994113,8.442103
STILL,aom,av2,0,F1,buildings_03.y4m,4032x3024,25,8,60,0, KEY ,1,60,6141865,48.657400,50.888531,50.763508,49.792072,38.103643,97.127363,96.413543,55.291850,47.232298,0.002483
STILL,aom,av2,0,F1,buildings_03.y4m,4032x3024,25,8,85,0, KEY ,1,85,4249126,42.740531,47.991454,47.826444,43.865007,31.923981,96.467156,95.347496,50.914220,43.026619,0.003827
STILL,aom,av2,0,F1,buildings_03.y4m,4032x3024,25,8,110,0, KEY ,1,110,2649786,36.997800,45.555975,45.214115,37.969093,26.026039,94.474202,92.908638,45.230213,38.872355,0.005676
STILL,aom,av2,0,F1,buildings_03.y4m,4032x3024,25,8,135,0, KEY ,1,135,1378992,31.728295,43.094765,42.593935,31.778737,20.780708,89.325728,87.098013,38.071423,34.734461,0.009360
STILL,aom,av2,0,F1,buildings_03.y4m,4032x3024,25,8,160,0, KEY ,1,160,633614,27.307589,40.680477,40.094659,25.592046,15.974221,74.935158,72.643276,30.382978,30.978798,0.025320
STILL,aom,av2,0,F1,buildings_03.y4m,4032x3024,25,8,185,0, KEY ,1,185,270591,23.633418,38.553137,37.856394,19.616214,11.700403,50.706636,48.706235,23.691267,27.579697,0.064090
STILL,aom,av2,0,F1,church.y4m,6000x4000,25,8,60,0, KEY ,1,60,1853182,51.471472,52.171192,52.219441,44.851476,29.101722,96.472589,95.565154,49.372351,51.946759,0.539021
STILL,aom,av2,0,F1,church.y4m,6000x4000,25,8,85,0, KEY ,1,85,715873,47.907140,49.802702,49.955064,38.596065,24.975775,94.661761,93.442666,45.843382,48.632276,1.599611
STILL,aom,av2,0,F1,church.y4m,6000x4000,25,8,110,0, KEY ,1,110,333363,45.311647,47.556483,48.037584,33.495428,22.056205,91.057379,89.288209,42.771339,46.279443,2.068080
STILL,aom,av2,0,F1,church.y4m,6000x4000,25,8,135,0, KEY ,1,135,155535,42.306464,44.995834,45.844187,28.092457,18.826292,82.396754,80.275142,38.995734,43.762991,2.483782
STILL,aom,av2,0,F1,church.y4m,6000x4000,25,8,160,0, KEY ,1,160,68383,39.015201,42.107140,43.393988,22.645822,15.457362,65.607056,63.502920,35.033075,40.957122,3.291916
STILL,aom,av2,0,F1,church.y4m,6000x4000,25,8,185,0, KEY ,1,185,28407,35.808072,38.968614,40.690981,17.790052,12.378783,43.718818,41.822522,31.406788,38.091144,3.986704
STILL,aom,av2,0,F1,fireworks_01.y4m,4032x3024,25,8,60,0, KEY ,1,60,4207629,49.206802,54.961741,53.307416,42.169721,30.466057,96.512576,95.838373,53.318897,52.236260,0.000009
STILL,aom,av2,0,F1,fireworks_01.y4m,4032x3024,25,8,85,0, KEY ,1,85,2519656,43.132342,52.854503,51.713578,36.460807,24.216837,95.070107,94.112160,48.432788,47.755544,0.000082
STILL,aom,av2,0,F1,fireworks_01.y4m,4032x3024,25,8,110,0, KEY ,1,110,1029889,37.168224,50.451197,49.896936,30.129055,17.681580,91.641592,90.265431,41.228708,42.934206,0.000926
STILL,aom,av2,0,F1,fireworks_01.y4m,4032x3024,25,8,135,0, KEY ,1,135,206137,33.027087,47.794181,47.657630,23.476021,11.441081,83.021946,81.488638,33.865935,39.128077,0.314839
STILL,aom,av2,0,F1,fireworks_01.y4m,4032x3024,25,8,160,0, KEY ,1,160,44556,31.489264,44.507089,44.534607,16.960397,8.623816,66.840765,65.552823,30.313786,37.366808,11.853325
STILL,aom,av2,0,F1,fireworks_01.y4m,4032x3024,25,8,185,0, KEY ,1,185,20100,30.680971,41.835632,41.203629,14.697443,8.064741,53.051464,51.923868,28.790071,36.122164,14.681674
STILL,aom,av2,0,F1,flowerfield.y4m,3696x2448,25,8,60,0, KEY ,1,60,1237229,51.447204,51.254200,51.656977,48.445087,32.258170,96.880136,96.086333,52.775703,53.366190,0.003322
STILL,aom,av2,0,F1,flowerfield.y4m,3696x2448,25,8,85,0, KEY ,1,85,644180,47.438922,46.959360,47.567680,42.221219,27.604284,95.757804,94.621857,47.793452,48.764276,0.005761
STILL,aom,av2,0,F1,flowerfield.y4m,3696x2448,25,8,110,0, KEY ,1,110,335270,43.877466,43.207974,44.115909,36.516161,23.942760,93.018989,91.389052,42.711172,45.289087,0.005058
STILL,aom,av2,0,F1,flowerfield.y4m,3696x2448,25,8,135,0, KEY ,1,135,173803,40.252442,39.641321,40.724654,30.482235,20.216818,85.849238,83.880215,37.424717,41.840490,0.005959
STILL,aom,av2,0,F1,flowerfield.y4m,3696x2448,25,8,160,0, KEY ,1,160,88372,36.399593,36.156200,37.311902,24.513870,16.456529,70.253433,68.165111,32.412067,38.215129,0.013047
STILL,aom,av2,0,F1,flowerfield.y4m,3696x2448,25,8,185,0, KEY ,1,185,44268,32.660472,33.001519,33.862220,19.191557,13.057777,47.395965,45.536289,28.026838,34.691506,0.033670
STILL,aom,av2,0,F1,flowers_08.y4m,4032x3024,25,8,60,0, KEY ,1,60,5198229,48.825921,49.874555,51.224437,50.574026,33.623971,97.120495,96.484593,54.084135,48.847829,0.008737
STILL,aom,av2,0,F1,flowers_08.y4m,4032x3024,25,8,85,0, KEY ,1,85,3245164,42.881593,45.621253,47.837847,44.560818,27.496973,96.406086,95.455698,49.111678,43.933627,0.017346
STILL,aom,av2,0,F1,flowers_08.y4m,4032x3024,25,8,110,0, KEY ,1,110,1804758,37.690787,42.065223,44.601910,38.553185,22.476914,94.501034,93.099167,42.904272,39.708594,0.028555
STILL,aom,av2,0,F1,flowers_08.y4m,4032x3024,25,8,135,0, KEY ,1,135,924059,33.238806,38.962626,41.594046,32.467678,18.532916,89.213064,87.084694,36.642165,36.010854,0.041840
STILL,aom,av2,0,F1,flowers_08.y4m,4032x3024,25,8,160,0, KEY ,1,160,434391,29.196358,35.836019,38.618794,26.405923,14.558851,74.994720,72.700456,30.294872,32.520045,0.097071
STILL,aom,av2,0,F1,flowers_08.y4m,4032x3024,25,8,185,0, KEY ,1,185,198264,25.638515,32.666953,35.711176,20.472440,10.756412,52.319085,50.412241,24.475857,29.237715,0.154896
STILL,aom,av2,0,F1,flowers_12.y4m,4032x3024,25,8,60,0, KEY ,1,60,4047664,48.853298,51.897407,53.151977,51.678150,34.036235,97.116568,96.597225,54.241833,49.244597,0.000146
STILL,aom,av2,0,F1,flowers_12.y4m,4032x3024,25,8,85,0, KEY ,1,85,2324684,43.036159,49.222181,50.794958,45.667085,28.002534,96.398542,95.644754,49.335620,44.559625,0.000187
STILL,aom,av2,0,F1,flowers_12.y4m,4032x3024,25,8,110,0, KEY ,1,110,1150880,38.179948,46.571508,48.235337,39.879308,22.992393,94.916968,93.629089,42.999128,40.521470,0.000913
STILL,aom,av2,0,F1,flowers_12.y4m,4032x3024,25,8,135,0, KEY ,1,135,531147,34.355675,43.723131,45.573063,33.694431,18.980584,90.258567,88.352694,36.452064,37.153751,0.011307
STILL,aom,av2,0,F1,flowers_12.y4m,4032x3024,25,8,160,0, KEY ,1,160,261467,31.093073,40.987025,42.905307,27.516711,15.339591,78.194580,76.013596,30.535471,34.138959,0.051397
STILL,aom,av2,0,F1,flowers_12.y4m,4032x3024,25,8,185,0, KEY ,1,185,128456,27.734548,38.489448,40.280491,21.558923,11.705651,58.433323,56.408459,25.300281,31.079376,0.065501
STILL,aom,av2,0,F1,food_02.y4m,4032x3024,25,8,60,0, KEY ,1,60,3043786,48.879110,53.288396,54.337326,45.902426,30.249529,97.072849,96.358728,52.488425,50.978647,0.000404
STILL,aom,av2,0,F1,food_02.y4m,4032x3024,25,8,85,0, KEY ,1,85,1435340,43.320060,50.683431,52.172634,39.606107,24.007444,96.416720,95.355329,47.205835,46.066112,0.004530
STILL,aom,av2,0,F1,food_02.y4m,4032x3024,25,8,110,0, KEY ,1,110,610413,39.236257,48.138023,50.017241,33.156455,18.755996,94.426785,92.913747,40.829006,42.418866,0.026400
STILL,aom,av2,0,F1,food_02.y4m,4032x3024,25,8,135,0, KEY ,1,135,236967,36.045976,45.374334,47.646235,27.928257,15.353989,88.205912,86.192520,35.707504,39.510835,0.114863
STILL,aom,av2,0,F1,food_02.y4m,4032x3024,25,8,160,0, KEY ,1,160,100862,33.389051,42.380584,44.917467,22.710955,12.800180,74.140948,71.996445,31.610663,37.026274,0.293650
STILL,aom,av2,0,F1,food_02.y4m,4032x3024,25,8,185,0, KEY ,1,185,42714,30.617331,39.194262,42.007722,17.489035,10.190737,55.468222,53.466546,27.691241,34.420856,1.105234
STILL,aom,av2,0,F1,fountain.y4m,6406x4270,25,8,60,0, KEY ,1,60,7177258,49.207849,52.061200,52.625998,49.215238,30.463744,96.703706,95.775165,52.204031,51.636398,0.000112
STILL,aom,av2,0,F1,fountain.y4m,6406x4270,25,8,85,0, KEY ,1,85,3828023,43.587173,49.426778,50.183107,43.473486,24.561661,95.406043,94.201092,47.478407,46.655500,0.000924
STILL,aom,av2,0,F1,fountain.y4m,6406x4270,25,8,110,0, KEY ,1,110,1452455,38.597836,46.770308,47.604331,37.597835,18.887922,92.348246,90.768308,41.423909,42.134373,0.001377
