TestCfg,EncodeMethod,CodecName,EncodePreset,Class,Name,Res,FPS,BitDepth,QP,POC,FrameType,Level,qindex,FrameSize,PSNR_Y,PSNR_U,PSNR_V,SSIM_Y(dB),MS-SSIM_Y(dB),VMAF_Y,VMAF_Y-NEG,PSNR-HVS,CIEDE2000,CAMBI
AI,aom,av2,0,A1,BoxingPractice_3840x2160_5994fps_10bit_420.y4m,3840x2160,60,10,85,0, KEY ,1,133,434255,44.743791,50.260185,50.287107,34.266220,23.303182,96.000368,94.809516,47.336982,45.001333,0.007810
AI,aom,av2,0,A1,BoxingPractice_3840x2160_5994fps_10bit_420.y4m,3840x2160,60,10,85,1, KEY ,1,133,433746,44.751858,50.241573,50.287535,34.228362,23.304446,100.000000,100.000000,47.335979,44.997873,0.005387
AI,aom,av2,0,A1,BoxingPractice_3840x2160_5994fps_10bit_420.y4m,3840x2160,60,10,85,2, KEY ,1,133,432284,44.760182,50.265201,50.298863,34.255862,23.317574,100.000000,100.000000,47.347424,45.007644,0.007321
AI,aom,av2,0,A1,BoxingPractice_3840x2160_5994fps_10bit_420.y4m,3840x2160,60,10,85,3, KEY ,1,133,431852,44.768309,50.273225,50.303556,34.222883,23.331083,100.000000,100.000000,47.339680,45.025550,0.009365
AI,aom,av2,0,A1,BoxingPractice_3840x2160_5994fps_10bit_420.y4m,3840x2160,60,10,85,4, KEY ,1,133,431458,44.765924,50.279874,50.311828,34.280068,23.329526,100.000000,100.000000,47.354479,45.030378,0.006038
AI,aom,av2,0,A1,BoxingPractice_3840x2160_5994fps_10bit_420.y4m,3840x2160,60,10,85,5, KEY ,1,133,431864,44.770548,50.280569,50.320319,34.260693,23.334664,100.000000,100.000000,47.355737,45.030288,0.009012
AI,aom,av2,0,A1,BoxingPractice_3840x2160_5994fps_10bit_420.y4m,3840x2160,60,10,85,6, KEY ,1,133,430531,44.777368,50.276295,50.324954,34.222883,23.340732,100.000000,100.000000,47.349479,45.041781,0.010277
AI,aom,av2,0,A1,BoxingPractice_3840x2160_5994fps_10bit_420.y4m,3840x2160,60,10,85,7, KEY ,1,133,431844,44.773481,50.271787,50.327389,34.287704,23.341040,100.000000,100.000000,47.361198,45.047072,0.008663
AI,aom,av2,0,A1,BoxingPractice_3840x2160_5994fps_10bit_420.y4m,3840x2160,60,10,85,8, KEY ,1,133,432032,44.783356,50.273469,50.315834,34.251037,23.345368,100.000000,100.000000,47.367208,45.057407,0.008620
AI,aom,av2,0,A1,BoxingPractice_3840x2160_5994fps_10bit_420.y4m,3840x2160,60,10,85,9, KEY ,1,133,430865,44.773251,50.258334,50.345748,34.238654,23.334661,100.000000,100.000000,47.349848,45.046272,0.008975
